Word	X.period_P1	X.period_P2
import	1,8502	-1,8502
tillage	1,8495	-1,8495
incorporate	1,8483	-1,8483
stratify	1,8474	-1,8474
inventory	1,8469	-1,8469
oxygen	1,8467	-1,8467
rico	1,8424	-1,8424
carbonaceous	1,8424	-1,8424
cere	1,8424	-1,8424
partly	1,8342	-1,8342
woody	1,8328	-1,8328
cladocerans	1,8328	-1,8328
supplement	1,8326	-1,8326
blue	1,8323	-1,8323
design	1,8316	-1,8316
fecal	1,8242	-1,8242
seine	1,8239	-1,8239
spite	1,8181	-1,8181
feeder	1,8181	-1,8181
truckee	1,812	-1,812
unfertilized	1,812	-1,812
filtration	1,8109	-1,8109
introduction	1,803	-1,803
decay	1,8027	-1,8027
compute	1,7964	-1,7964
exponential	1,793	-1,793
mean	1,7902	-1,7902
trout	1,7877	-1,7877
interface	1,7829	-1,7829
atchafalaya	1,7721	-1,7721
phase	1,7699	-1,7699
hokkaido	1,7687	-1,7687
kcl	1,7687	-1,7687
core	1,763	-1,763
secchi	1,7601	-1,7601
fresh	1,7599	-1,7599
restrict	1,7585	-1,7585
wk	1,7584	-1,7584
estuary	1,7584	-1,7584
ebro	1,7551	-1,7551
pest	1,7551	-1,7551
mesic	1,7532	-1,7532
bluegill	1,7532	-1,7532
au	1,7532	-1,7532
infrequent	1,7532	-1,7532
laterally	1,7532	-1,7532
distribution	1,7532	-1,7532
manually	1,7532	-1,7532
tray	1,7532	-1,7532
goodness	1,7386	-1,7386
conversion	1,7328	-1,7328
mehlich	1,724	-1,724
legislation	1,724	-1,724
regeneration	1,7217	-1,7217
inside	1,7217	-1,7217
being	1,7197	-1,7197
wide	1,7175	-1,7175
ft	1,7156	-1,7156
peatland	1,7156	-1,7156
dreissena	1,7156	-1,7156
urine	1,7156	-1,7156
mapper	1,7126	-1,7126
validity	1,7126	-1,7126
approx	1,7029	-1,7029
eel	1,7029	-1,7029
mud	1,7029	-1,7029
lolium	1,7029	-1,7029
anammox	1,7029	-1,7029
subsequent	1,7013	-1,7013
determine	1,6996	-1,6996
dea	1,6961	-1,6961
submodels	1,6961	-1,6961
metro	1,6961	-1,6961
chloride	1,6952	-1,6952
sum	1,6946	-1,6946
alberta	1,6918	-1,6918
hedge	1,6918	-1,6918
intra	1,6918	-1,6918
carp	1,6897	-1,6897
rehabilitation	1,6784	-1,6784
coagulant	1,6773	-1,6773
vicinity	1,6773	-1,6773
judge	1,6773	-1,6773
unburned	1,6688	-1,6688
dwarf	1,6688	-1,6688
precipitate	1,6688	-1,6688
monolith	1,6688	-1,6688
happen	1,6688	-1,6688
depress	1,6688	-1,6688
horizontally	1,6688	-1,6688
unsewered	1,6688	-1,6688
seventy	1,6688	-1,6688
unsatisfactory	1,6688	-1,6688
thermally	1,6688	-1,6688
diffuse	1,6679	-1,6679
lose	1,6608	-1,6608
silica	1,6606	-1,6606
till	1,656	-1,656
pronounce	1,6495	-1,6495
background	1,6464	-1,6464
piedmont	1,6426	-1,6426
meadow	1,6411	-1,6411
patch	1,638	-1,638
oligohaline	1,6253	-1,6253
intertidal	1,6253	-1,6253
intermittently	1,6253	-1,6253
isolation	1,6253	-1,6253
modelled	1,6225	-1,6225
version	1,6225	-1,6225
interpret	1,6182	-1,6182
fertility	1,6182	-1,6182
confidence	1,6153	-1,6153
magnitude	1,6123	-1,6123
discrepancy	1,6108	-1,6108
recirculation	1,6108	-1,6108
mariculture	1,6087	-1,6087
existence	1,6087	-1,6087
pilot	1,6085	-1,6085
inverse	1,6052	-1,6052
observe	1,6014	-1,6014
common	1,6011	-1,6011
cn	1,6002	-1,6002
1960s	1,5998	-1,5998
washington	1,5998	-1,5998
hydraulics	1,5994	-1,5994
equipment	1,5994	-1,5994
prefecture	1,5994	-1,5994
underground	1,5994	-1,5994
sewerage	1,5994	-1,5994
nrcs	1,5982	-1,5982
hamilton	1,5982	-1,5982
saturation	1,5951	-1,5951
collect	1,5908	-1,5908
preliminary	1,5809	-1,5809
cultivate	1,5802	-1,5802
regulator	1,5776	-1,5776
mineralisation	1,5776	-1,5776
fertilize	1,5764	-1,5764
extend	1,5762	-1,5762
reflectance	1,5737	-1,5737
usda	1,5647	-1,5647
pp	1,5606	-1,5606
closely	1,5606	-1,5606
ash	1,5603	-1,5603
finnish	1,56	-1,56
astacus	1,5576	-1,5576
instability	1,5576	-1,5576
impossible	1,5576	-1,5576
geostatistical	1,5576	-1,5576
pertain	1,5576	-1,5576
polymer	1,5576	-1,5576
banana	1,5576	-1,5576
hog	1,5576	-1,5576
aside	1,5576	-1,5576
cynodon	1,5576	-1,5576
hazardous	1,5576	-1,5576
acidify	1,5576	-1,5576
burdekin	1,5576	-1,5576
grande	1,5576	-1,5576
biomanipulation	1,5553	-1,5553
desorption	1,5524	-1,5524
rest	1,5503	-1,5503
oak	1,5503	-1,5503
generally	1,5331	-1,5331
split	1,5313	-1,5313
kind	1,5313	-1,5313
minnesota	1,5306	-1,5306
egg	1,529	-1,529
open	1,5289	-1,5289
niche	1,5216	-1,5216
pixel	1,5216	-1,5216
sm	1,5216	-1,5216
disk	1,5179	-1,5179
excrete	1,5171	-1,5171
die	1,5171	-1,5171
document	1,5151	-1,5151
penetration	1,4959	-1,4959
turf	1,4959	-1,4959
permeability	1,4959	-1,4959
rejection	1,4955	-1,4955
default	1,4955	-1,4955
controversial	1,4955	-1,4955
diuron	1,4955	-1,4955
interstitial	1,4955	-1,4955
calculator	1,4955	-1,4955
biodeposition	1,4955	-1,4955
japanese	1,4955	-1,4955
calm	1,4955	-1,4955
super	1,4955	-1,4955
atmosphere	1,489	-1,489
incubation	1,4886	-1,4886
valley	1,4883	-1,4883
european	1,4866	-1,4866
lysimeter	1,4827	-1,4827
huron	1,4827	-1,4827
measure	1,4824	-1,4824
bad	1,4779	-1,4779
mediterranean	1,4768	-1,4768
direct	1,4749	-1,4749
carry	1,4702	-1,4702
violation	1,4678	-1,4678
arsenic	1,4616	-1,4616
range	1,4604	-1,4604
effort	1,4572	-1,4572
present	1,4564	-1,4564
biologically	1,4554	-1,4554
suit	1,4466	-1,4466
censor	1,4462	-1,4462
appalachian	1,4462	-1,4462
devise	1,4462	-1,4462
epiphyte	1,4451	-1,4451
mineralized	1,4446	-1,4446
elution	1,4446	-1,4446
millet	1,4446	-1,4446
photograph	1,4446	-1,4446
bfi	1,4446	-1,4446
ungrazed	1,4446	-1,4446
polluter	1,4446	-1,4446
resort	1,4446	-1,4446
overlay	1,4446	-1,4446
virtually	1,4446	-1,4446
aegean	1,4446	-1,4446
infestation	1,4446	-1,4446
silvicultural	1,4446	-1,4446
substratum	1,4446	-1,4446
ozark	1,4446	-1,4446
pace	1,4442	-1,4442
changjiang	1,4442	-1,4442
srt	1,4442	-1,4442
abandon	1,4442	-1,4442
italian	1,4442	-1,4442
epsilon	1,4442	-1,4442
scottish	1,4442	-1,4442
history	1,4439	-1,4439
swim	1,4411	-1,4411
meso	1,4411	-1,4411
heat	1,4373	-1,4373
fact	1,4373	-1,4373
night	1,4353	-1,4353
cattail	1,4353	-1,4353
cu	1,4315	-1,4315
radiation	1,4315	-1,4315
imply	1,4266	-1,4266
markedly	1,4247	-1,4247
organic	1,4217	-1,4217
littoral	1,4138	-1,4138
institute	1,4133	-1,4133
natural	1,4125	-1,4125
value	1,4116	-1,4116
powerful	1,4111	-1,4111
tendency	1,4111	-1,4111
sound	1,4101	-1,4101
min	1,4098	-1,4098
calculation	1,4044	-1,4044
succession	1,4032	-1,4032
belgium	1,4018	-1,4018
length	1,3992	-1,3992
consistently	1,3945	-1,3945
sav	1,3945	-1,3945
subject	1,3919	-1,3919
date	1,3882	-1,3882
1980s	1,3848	-1,3848
return	1,3826	-1,3826
involve	1,3824	-1,3824
lowland	1,3794	-1,3794
diffusion	1,3793	-1,3793
thematic	1,3793	-1,3793
arise	1,3752	-1,3752
pigment	1,3733	-1,3733
small	1,3701	-1,3701
multicriteria	1,368	-1,368
cafos	1,368	-1,368
gt	1,368	-1,368
istanbul	1,368	-1,368
m2	1,368	-1,368
inexpensive	1,368	-1,368
thermodynamic	1,368	-1,368
identifiability	1,368	-1,368
wealth	1,368	-1,368
neutralize	1,368	-1,368
infer	1,3674	-1,3674
begin	1,367	-1,367
geology	1,3657	-1,3657
compact	1,3643	-1,3643
dead	1,3643	-1,3643
chironomids	1,3643	-1,3643
prescribe	1,3643	-1,3643
soon	1,3622	-1,3622
gage	1,3622	-1,3622
remarkably	1,3622	-1,3622
danish	1,3607	-1,3607
larval	1,3607	-1,3607
iowa	1,3602	-1,3602
behavior	1,3602	-1,3602
par	1,3561	-1,3561
entrainment	1,3527	-1,3527
pervious	1,3527	-1,3527
tasmania	1,3527	-1,3527
tidally	1,3527	-1,3527
gizzard	1,3527	-1,3527
riverine	1,3523	-1,3523
start	1,3486	-1,3486
suspension	1,3477	-1,3477
offshore	1,3477	-1,3477
block	1,3477	-1,3477
trade	1,3417	-1,3417
woodland	1,3296	-1,3296
ag	1,3296	-1,3296
dndc	1,3296	-1,3296
reflect	1,3241	-1,3241
resuspension	1,3239	-1,3239
awareness	1,3231	-1,3231
pit	1,3231	-1,3231
minimal	1,3227	-1,3227
regular	1,3214	-1,3214
eliminate	1,3208	-1,3208
ndvi	1,32	-1,32
labile	1,3181	-1,3181
spectrum	1,3155	-1,3155
free	1,3099	-1,3099
sodium	1,3087	-1,3087
stormflow	1,2993	-1,2993
aestivum	1,2993	-1,2993
simplification	1,2993	-1,2993
hydrographic	1,2993	-1,2993
triple	1,2993	-1,2993
merr	1,2993	-1,2993
cs	1,2949	-1,2949
exact	1,2943	-1,2943
unrelated	1,2943	-1,2943
bayes	1,2943	-1,2943
partner	1,2943	-1,2943
toolbox	1,2943	-1,2943
inevitable	1,2943	-1,2943
foliage	1,2943	-1,2943
theoretic	1,2943	-1,2943
pet	1,2943	-1,2943
deoxygenation	1,2943	-1,2943
fashion	1,2943	-1,2943
dog	1,2943	-1,2943
malaren	1,2943	-1,2943
apparatus	1,2943	-1,2943
alluvium	1,2943	-1,2943
subdivide	1,2943	-1,2943
trickle	1,2943	-1,2943
palaeolimnology	1,2943	-1,2943
trash	1,2943	-1,2943
call	1,2928	-1,2928
r2	1,2883	-1,2883
biomass	1,2883	-1,2883
coliform	1,2871	-1,2871
1970s	1,2871	-1,2871
transformation	1,2834	-1,2834
covariance	1,2809	-1,2809
detrimental	1,2797	-1,2797
downward	1,2797	-1,2797
express	1,2773	-1,2773
furrow	1,2769	-1,2769
cadmium	1,2769	-1,2769
progressively	1,2769	-1,2769
blend	1,2769	-1,2769
beech	1,2769	-1,2769
detergent	1,2769	-1,2769
recruitment	1,2769	-1,2769
indicative	1,274	-1,274
onondaga	1,274	-1,274
extrapolate	1,274	-1,274
report	1,2707	-1,2707
golden	1,2692	-1,2692
render	1,2692	-1,2692
volumetric	1,2692	-1,2692
presently	1,2692	-1,2692
ration	1,2692	-1,2692
patient	1,2692	-1,2692
polygon	1,2692	-1,2692
effect	1,2646	-1,2646
hour	1,2607	-1,2607
export	1,2581	-1,2581
white	1,2516	-1,2516
conceptual	1,2507	-1,2507
accumulation	1,2489	-1,2489
trace	1,2486	-1,2486
so42	1,2469	-1,2469
branch	1,2469	-1,2469
enzyme	1,2464	-1,2464
deposit	1,245	-1,245
far	1,245	-1,245
minute	1,2446	-1,2446
nordic	1,2446	-1,2446
shad	1,2446	-1,2446
detectable	1,2446	-1,2446
alabama	1,2446	-1,2446
comparatively	1,2446	-1,2446
rigorous	1,2373	-1,2373
fly	1,2373	-1,2373
moisture	1,2315	-1,2315
consequence	1,2286	-1,2286
park	1,2274	-1,2274
rica	1,2268	-1,2268
mehg	1,2268	-1,2268
picea	1,2268	-1,2268
reflectivity	1,2268	-1,2268
microplankton	1,2268	-1,2268
sunlight	1,2268	-1,2268
confinement	1,2268	-1,2268
crocodile	1,2268	-1,2268
costa	1,2268	-1,2268
loicz	1,2268	-1,2268
asm	1,2268	-1,2268
spaceborne	1,2268	-1,2268
shitoukoumen	1,2268	-1,2268
sanya	1,2268	-1,2268
cypress	1,2268	-1,2268
inaccuracy	1,2268	-1,2268
daylight	1,2268	-1,2268
fertile	1,2268	-1,2268
cpue	1,2268	-1,2268
bayou	1,2268	-1,2268
corner	1,2268	-1,2268
dimensionless	1,2268	-1,2268
disaggregation	1,2268	-1,2268
borehole	1,2268	-1,2268
mesozooplankton	1,2268	-1,2268
hubei	1,2268	-1,2268
exhaust	1,2268	-1,2268
vsas	1,2268	-1,2268
convert	1,2264	-1,2264
kinetic	1,2262	-1,2262
extremely	1,224	-1,224
primarily	1,2226	-1,2226
daily	1,2189	-1,2189
rapidly	1,213	-1,213
phytoplanktonic	1,2129	-1,2129
intrinsic	1,2129	-1,2129
liter	1,2129	-1,2129
window	1,2129	-1,2129
mn	1,2079	-1,2079
exceed	1,2056	-1,2056
successful	1,2041	-1,2041
verify	1,2041	-1,2041
fail	1,2028	-1,2028
conventional	1,1985	-1,1985
exploitation	1,1964	-1,1964
graphical	1,1964	-1,1964
adriatic	1,1964	-1,1964
archipelago	1,1964	-1,1964
november	1,1944	-1,1944
alluvial	1,194	-1,194
oxidation	1,1937	-1,1937
spray	1,19	-1,19
throughfall	1,19	-1,19
geosmin	1,19	-1,19
multidisciplinary	1,19	-1,19
flagellate	1,19	-1,19
sheet	1,19	-1,19
concomitant	1,19	-1,19
underestimation	1,19	-1,19
equation	1,1876	-1,1876
canna	1,185	-1,185
croatia	1,185	-1,185
acceptance	1,185	-1,185
dee	1,185	-1,185
confirmation	1,185	-1,185
parameterisation	1,185	-1,185
omnivore	1,185	-1,185
downgradient	1,185	-1,185
hudson	1,185	-1,185
conventionally	1,185	-1,185
dactylon	1,185	-1,185
donor	1,185	-1,185
fairway	1,185	-1,185
difficulty	1,1826	-1,1826
lime	1,1826	-1,1826
cca	1,178	-1,178
emphasis	1,1765	-1,1765
pesticide	1,1764	-1,1764
michigan	1,1753	-1,1753
definition	1,1748	-1,1748
turkey	1,1748	-1,1748
victoria	1,1722	-1,1722
maryland	1,1658	-1,1658
dreissenid	1,1634	-1,1634
diameter	1,1621	-1,1621
delineation	1,1621	-1,1621
colour	1,161	-1,161
unsaturated	1,1597	-1,1597
australia	1,1582	-1,1582
annualized	1,1581	-1,1581
project	1,1579	-1,1579
inlet	1,1565	-1,1565
augmentation	1,1535	-1,1535
fourth	1,1535	-1,1535
photosynthetically	1,1535	-1,1535
taste	1,1535	-1,1535
massive	1,1535	-1,1535
agency	1,15	-1,15
dramatic	1,1492	-1,1492
salmon	1,1492	-1,1492
dense	1,1478	-1,1478
wildfire	1,1478	-1,1478
macrophyte	1,1474	-1,1474
shelf	1,1451	-1,1451
net	1,1442	-1,1442
biofilter	1,1331	-1,1331
fluctuation	1,1297	-1,1297
hypolimnion	1,1281	-1,1281
compartment	1,1276	-1,1276
decide	1,1247	-1,1247
home	1,1247	-1,1247
hcl	1,1247	-1,1247
transitional	1,1247	-1,1247
ro	1,1247	-1,1247
bathymetry	1,1247	-1,1247
subdivision	1,1247	-1,1247
typically	1,1235	-1,1235
anaerobic	1,1232	-1,1232
calibrate	1,1202	-1,1202
norway	1,1151	-1,1151
landuse	1,1109	-1,1109
consumer	1,1109	-1,1109
turnover	1,1109	-1,1109
triticum	1,1104	-1,1104
scs	1,1104	-1,1104
feces	1,1104	-1,1104
waterlogged	1,1104	-1,1104
scheldt	1,1104	-1,1104
internal	1,1073	-1,1073
size	1,1048	-1,1048
gulf	1,1016	-1,1016
shortly	1,101	-1,101
ordinance	1,101	-1,101
steel	1,101	-1,101
debris	1,101	-1,101
kis	1,101	-1,101
pile	1,101	-1,101
equity	1,101	-1,101
french	1,101	-1,101
stics	1,101	-1,101
modify	1,1005	-1,1005
perenne	1,1003	-1,1003
punctatus	1,1003	-1,1003
ictalurus	1,1003	-1,1003
laguna	1,1003	-1,1003
mylake	1,1003	-1,1003
downslope	1,1003	-1,1003
herbage	1,1003	-1,1003
dicyandiamide	1,1003	-1,1003
ignition	1,1003	-1,1003
moss	1,1003	-1,1003
distributional	1,1003	-1,1003
perimeter	1,1003	-1,1003
trophy	1,1003	-1,1003
analytically	1,1003	-1,1003
ingredient	1,1003	-1,1003
exercise	1,0995	-1,0995
module	1,0952	-1,0952
access	1,0949	-1,0949
damage	1,0923	-1,0923
sewer	1,0897	-1,0897
directive	1,0894	-1,0894
cycle	1,0854	-1,0854
aid	1,0812	-1,0812
apparently	1,0805	-1,0805
diffusive	1,0805	-1,0805
retention	1,0782	-1,0782
exception	1,0782	-1,0782
magnesium	1,0742	-1,0742
computation	1,0742	-1,0742
predictable	1,0719	-1,0719
readily	1,0718	-1,0718
abate	1,0697	-1,0697
vertically	1,0697	-1,0697
duck	1,0697	-1,0697
steadily	1,0697	-1,0697
thailand	1,0685	-1,0685
smooth	1,0685	-1,0685
mesoscale	1,0685	-1,0685
tot	1,0685	-1,0685
drain	1,0678	-1,0678
clam	1,0636	-1,0636
correlate	1,0523	-1,0523
develop	1,0501	-1,0501
acreage	1,0491	-1,0491
spread	1,0466	-1,0466
keep	1,0464	-1,0464
nutrient	1,0455	-1,0455
separately	1,0454	-1,0454
pump	1,0379	-1,0379
establishment	1,0379	-1,0379
baseflow	1,0372	-1,0372
npsp	1,034	-1,034
detachment	1,034	-1,034
purple	1,034	-1,034
kalman	1,034	-1,034
upslope	1,034	-1,034
catchment	1,0316	-1,0316
benthos	1,0313	-1,0313
exponentially	1,0313	-1,0313
epiphytic	1,0313	-1,0313
interior	1,0313	-1,0313
injection	1,0306	-1,0306
spm	1,0306	-1,0306
leachate	1,0303	-1,0303
extractable	1,0303	-1,0303
university	1,0281	-1,0281
relationship	1,0238	-1,0238
bl	1,0228	-1,0228
dark	1,0228	-1,0228
stationary	1,0228	-1,0228
unexpected	1,0228	-1,0228
appearance	1,0228	-1,0228
mesocosm	1,0227	-1,0227
recognition	1,0205	-1,0205
leakage	1,0205	-1,0205
desirable	1,0205	-1,0205
decompose	1,0205	-1,0205
crustacean	1,0205	-1,0205
stabilization	1,0205	-1,0205
max	1,0162	-1,0162
secondary	1,015	-1,015
construct	1,014	-1,014
transect	1,0126	-1,0126
software	1,0126	-1,0126
deplete	1,0126	-1,0126
recovery	1,0102	-1,0102
facultative	1,0095	-1,0095
atmospherically	1,0095	-1,0095
florida_s	1,0095	-1,0095
nitrifiers	1,0095	-1,0095
specialize	1,0095	-1,0095
redesign	1,0095	-1,0095
reading	1,0095	-1,0095
cite	1,0095	-1,0095
observable	1,0095	-1,0095
illustration	1,0095	-1,0095
winery	1,0095	-1,0095
siliceous	1,0095	-1,0095
van	1,0095	-1,0095
ancillary	1,0095	-1,0095
erroneous	1,0095	-1,0095
opportunistic	1,0095	-1,0095
uncontrolled	1,0095	-1,0095
britain	1,0095	-1,0095
major	1,0056	-1,0056
indirectly	0,9981	-0,9981
approximation	0,9981	-0,9981
crayfish	0,9981	-0,9981
stratification	0,9964	-0,9964
mesocosms	0,996	-0,996
texture	0,996	-0,996
solubility	0,9944	-0,9944
young	0,9943	-0,9943
nature	0,9922	-0,9922
coefficient	0,9922	-0,9922
biodegradation	0,982	-0,982
delmarva	0,982	-0,982
boron	0,98	-0,98
owe	0,98	-0,98
death	0,9791	-0,9791
potamogeton	0,9791	-0,9791
gracilaria	0,9791	-0,9791
eucalypt	0,9791	-0,9791
aerosol	0,9791	-0,9791
simplicity	0,9791	-0,9791
leave	0,9786	-0,9786
dose	0,978	-0,978
overview	0,9772	-0,9772
channel	0,9743	-0,9743
grain	0,9733	-0,9733
glycine	0,9701	-0,9701
fen	0,9701	-0,9701
digital	0,961	-0,961
summarize	0,9532	-0,9532
country	0,9498	-0,9498
1990s	0,9451	-0,9451
airborne	0,9426	-0,9426
indian	0,9426	-0,9426
shoot	0,941	-0,941
aviris	0,9403	-0,9403
fourteen	0,9403	-0,9403
assurance	0,9403	-0,9403
incur	0,9403	-0,9403
levee	0,9403	-0,9403
oceanographic	0,9403	-0,9403
tube	0,9403	-0,9403
sprinkler	0,9403	-0,9403
weigh	0,9403	-0,9403
methyl	0,9403	-0,9403
inequality	0,9403	-0,9403
deficient	0,9403	-0,9403
agroforestry	0,9403	-0,9403
herbivorous	0,9403	-0,9403
maxima	0,9403	-0,9403
epilithic	0,9403	-0,9403
descriptive	0,9403	-0,9403
ferric	0,9403	-0,9403
simplify	0,9353	-0,9353
responsible	0,9351	-0,9351
insensitive	0,9331	-0,9331
cloud	0,9331	-0,9331
shrub	0,9331	-0,9331
italy	0,9309	-0,9309
intense	0,9298	-0,9298
northwestern	0,927	-0,927
preserve	0,9255	-0,9255
satisfy	0,9255	-0,9255
production	0,9249	-0,9249
amino	0,9163	-0,9163
house	0,9163	-0,9163
safe	0,9147	-0,9147
manipulate	0,9147	-0,9147
spend	0,9147	-0,9147
successive	0,9147	-0,9147
otago	0,9146	-0,9146
transferability	0,9146	-0,9146
washoff	0,9146	-0,9146
psu	0,9146	-0,9146
destruction	0,9146	-0,9146
horseshoe	0,9146	-0,9146
hubbard	0,9146	-0,9146
www	0,9146	-0,9146
tnc	0,9146	-0,9146
stws	0,9146	-0,9146
excursion	0,9146	-0,9146
nvz	0,9146	-0,9146
planetary	0,9146	-0,9146
cz	0,9146	-0,9146
responsibility	0,9146	-0,9146
shoal	0,9146	-0,9146
turtle	0,9146	-0,9146
discernible	0,9146	-0,9146
lend	0,9146	-0,9146
california_s	0,9146	-0,9146
trad	0,9146	-0,9146
biochemical	0,9095	-0,9095
represent	0,9086	-0,9086
prototype	0,9077	-0,9077
feasibility	0,9076	-0,9076
dispersion	0,9076	-0,9076
type	0,8974	-0,8974
sufficient	0,8971	-0,8971
cultural	0,8943	-0,8943
tea	0,8938	-0,8938
riverstrahler	0,8938	-0,8938
fracture	0,8938	-0,8938
stw	0,8938	-0,8938
chamber	0,8936	-0,8936
sufficiently	0,8909	-0,8909
annually	0,8909	-0,8909
altitude	0,8864	-0,8864
encounter	0,8864	-0,8864
specification	0,8864	-0,8864
experimentally	0,8864	-0,8864
radiative	0,8864	-0,8864
refinement	0,8864	-0,8864
probability	0,8861	-0,8861
reproductive	0,8856	-0,8856
rainstorm	0,8856	-0,8856
obscure	0,8856	-0,8856
recipient	0,8856	-0,8856
vallisneria	0,8856	-0,8856
collaborative	0,8856	-0,8856
parent	0,8856	-0,8856
greatly	0,881	-0,881
outfall	0,8799	-0,8799
dissolve	0,8788	-0,8788
cool	0,8788	-0,8788
population	0,8775	-0,8775
interest	0,8739	-0,8739
probe	0,8728	-0,8728
manual	0,8728	-0,8728
irish	0,8728	-0,8728
clear	0,8722	-0,8722
analyse	0,8708	-0,8708
estuarine	0,8675	-0,8675
sulfur	0,8671	-0,8671
authority	0,8671	-0,8671
conclude	0,8652	-0,8652
exist	0,8651	-0,8651
alpha	0,8626	-0,8626
gradual	0,861	-0,861
broad	0,8608	-0,8608
eq	0,8599	-0,8599
lough	0,8599	-0,8599
hydrocarbon	0,8599	-0,8599
exclusively	0,8599	-0,8599
county	0,8592	-0,8592
induce	0,8585	-0,8585
ac	0,856	-0,856
yearly	0,856	-0,856
realistic	0,8546	-0,8546
fairly	0,8535	-0,8535
fertilisation	0,8535	-0,8535
overestimate	0,8533	-0,8533
paddock	0,8533	-0,8533
hypothetical	0,8533	-0,8533
wave	0,8531	-0,8531
linkage	0,8517	-0,8517
representation	0,8457	-0,8457
visibility	0,8425	-0,8425
spectrometry	0,8425	-0,8425
morning	0,8425	-0,8425
timber	0,8425	-0,8425
trent	0,8425	-0,8425
crack	0,8425	-0,8425
stella	0,8425	-0,8425
enp	0,8425	-0,8425
logical	0,8425	-0,8425
alert	0,8425	-0,8425
analytes	0,8425	-0,8425
mac	0,8425	-0,8425
miami	0,8425	-0,8425
subroutine	0,8425	-0,8425
exceptionally	0,8425	-0,8425
mosaic	0,8425	-0,8425
charlotte	0,8425	-0,8425
redfield	0,8425	-0,8425
react	0,8425	-0,8425
concrete	0,8421	-0,8421
twenty	0,8421	-0,8421
dramatically	0,8421	-0,8421
severn	0,8408	-0,8408
fulfil	0,8408	-0,8408
viewpoint	0,8408	-0,8408
peak	0,8407	-0,8407
vegetative	0,8387	-0,8387
flush	0,8381	-0,8381
randomly	0,838	-0,838
prospect	0,838	-0,838
polymorpha	0,8356	-0,8356
consume	0,8351	-0,8351
strip	0,8331	-0,8331
accessible	0,8302	-0,8302
wildlife	0,8281	-0,8281
package	0,8281	-0,8281
extract	0,8215	-0,8215
force	0,8207	-0,8207
mask	0,817	-0,817
selection	0,8147	-0,8147
resource	0,8124	-0,8124
large	0,8124	-0,8124
experiment	0,809	-0,809
metal	0,8082	-0,8082
drop	0,8073	-0,8073
dependent	0,8052	-0,8052
cp	0,8039	-0,8039
pl	0,8039	-0,8039
ceap	0,8039	-0,8039
blackwater	0,8035	-0,8035
container	0,8035	-0,8035
fort	0,8035	-0,8035
le	0,8035	-0,8035
dairying	0,8035	-0,8035
adult	0,8035	-0,8035
briefly	0,8035	-0,8035
erodibility	0,8035	-0,8035
receptor	0,8035	-0,8035
low	0,8031	-0,8031
wheat	0,8011	-0,8011
ditch	0,799	-0,799
forestry	0,7979	-0,7979
replace	0,797	-0,797
reconstruct	0,797	-0,797
aeration	0,796	-0,796
dry	0,7915	-0,7915
short	0,7907	-0,7907
explicitly	0,7903	-0,7903
wwtps	0,7903	-0,7903
morphology	0,7895	-0,7895
convenient	0,7881	-0,7881
starch	0,7881	-0,7881
discern	0,7881	-0,7881
ar	0,7881	-0,7881
devote	0,7881	-0,7881
equilibria	0,7881	-0,7881
spirogyra	0,7881	-0,7881
dakota	0,7881	-0,7881
ma	0,7881	-0,7881
fragilaria	0,7881	-0,7881
format	0,7881	-0,7881
3rd	0,7881	-0,7881
hawaii	0,7881	-0,7881
snail	0,7881	-0,7881
intend	0,7872	-0,7872
wood	0,7872	-0,7872
gradient	0,7827	-0,7827
respect	0,7814	-0,7814
deficiency	0,7804	-0,7804
commission	0,7804	-0,7804
exchangeable	0,7804	-0,7804
unlike	0,7804	-0,7804
porewater	0,7804	-0,7804
erode	0,7801	-0,7801
sorb	0,7801	-0,7801
brown	0,7801	-0,7801
even	0,7768	-0,7768
control	0,7763	-0,7763
indicate	0,7747	-0,7747
sink	0,7741	-0,7741
yellow	0,7734	-0,7734
govern	0,7734	-0,7734
voluntary	0,7717	-0,7717
nitrogenous	0,7717	-0,7717
prince	0,7717	-0,7717
minimise	0,7717	-0,7717
granular	0,7717	-0,7717
trough	0,7717	-0,7717
tokyo	0,7717	-0,7717
partition	0,7711	-0,7711
early	0,7706	-0,7706
cultivation	0,7694	-0,7694
recycle	0,7673	-0,7673
electron	0,7638	-0,7638
ontario	0,7634	-0,7634
conduct	0,7616	-0,7616
store	0,7596	-0,7596
geomorphology	0,7593	-0,7593
sward	0,7593	-0,7593
prior	0,7569	-0,7569
track	0,7562	-0,7562
well	0,7523	-0,7523
diet	0,7513	-0,7513
rank	0,7513	-0,7513
repeat	0,7486	-0,7486
speciation	0,7486	-0,7486
tend	0,7486	-0,7486
recommendation	0,7482	-0,7482
physically	0,7482	-0,7482
interval	0,7475	-0,7475
aspect	0,7469	-0,7469
advancement	0,7453	-0,7453
coldwater	0,7453	-0,7453
te	0,7453	-0,7453
liner	0,7453	-0,7453
odra	0,7453	-0,7453
molybdate	0,7453	-0,7453
unaffected	0,7453	-0,7453
tie	0,7453	-0,7453
solution	0,7446	-0,7446
irl	0,7443	-0,7443
urbanisation	0,7443	-0,7443
husbandry	0,7443	-0,7443
bound	0,7443	-0,7443
porosity	0,7402	-0,7402
hyacinth	0,7402	-0,7402
extant	0,7386	-0,7386
lade	0,7386	-0,7386
outlook	0,7386	-0,7386
slide	0,7386	-0,7386
determinands	0,7386	-0,7386
baltimore	0,7386	-0,7386
