Word	X.period_P1	X.period_P2
hope	0,2851	-0,2851
mpn	0,2851	-0,2851
belowground	0,2851	-0,2851
colloidal	0,2851	-0,2851
toolkit	0,2851	-0,2851
changle	0,2851	-0,2851
usle	0,2851	-0,2851
bioindication	0,2851	-0,2851
fluorometry	0,2851	-0,2851
hydrographical	0,2851	-0,2851
film	0,2851	-0,2851
personnel	0,2851	-0,2851
paramount	0,2851	-0,2851
slot	0,2851	-0,2851
scrub	0,2851	-0,2851
fulfill	0,2851	-0,2851
office	0,2851	-0,2851
nao	0,2851	-0,2851
ample	0,2851	-0,2851
subsystem	0,2851	-0,2851
chicago	0,2851	-0,2851
dictate	0,2851	-0,2851
theta	0,2851	-0,2851
suzhou	0,2839	-0,2839
visit	0,2839	-0,2839
attract	0,2839	-0,2839
manageable	0,2839	-0,2839
kingdom	0,2839	-0,2839
swiss	0,2839	-0,2839
realization	0,2839	-0,2839
prospective	0,2839	-0,2839
downwelling	0,2839	-0,2839
hydrometric	0,2839	-0,2839
multilayer	0,2839	-0,2839
digest	0,2839	-0,2839
fix	0,2831	-0,2831
septic	0,2831	-0,2831
sci	0,2829	-0,2829
ascribe	0,2829	-0,2829
reaeration	0,2829	-0,2829
secale	0,2829	-0,2829
polish	0,2829	-0,2829
embryo	0,2829	-0,2829
ab	0,2829	-0,2829
slovakia	0,2829	-0,2829
logarithm	0,2829	-0,2829
gn	0,2829	-0,2829
pinus	0,2829	-0,2829
forcings	0,2829	-0,2829
orp	0,2829	-0,2829
consortium	0,2829	-0,2829
impound	0,2829	-0,2829
edward	0,2829	-0,2829
diagnose	0,2829	-0,2829
connecticut	0,2829	-0,2829
albeit	0,2829	-0,2829
gastropod	0,2829	-0,2829
hand	0,2825	-0,2825
organically	0,2819	-0,2819
displacement	0,2819	-0,2819
unimodal	0,2819	-0,2819
specify	0,2819	-0,2819
ecotone	0,2819	-0,2819
limb	0,2819	-0,2819
flashy	0,2819	-0,2819
zostera	0,281	-0,281
extra	0,281	-0,281
percolate	0,281	-0,281
microscopic	0,281	-0,281
pco	0,281	-0,281
team	0,281	-0,281
architecture	0,281	-0,281
distinctive	0,281	-0,281
tap	0,281	-0,281
wild	0,281	-0,281
frp	0,2801	-0,2801
actively	0,2801	-0,2801
environ	0,2801	-0,2801
landowner	0,2801	-0,2801
thick	0,2801	-0,2801
paradigm	0,2801	-0,2801
faeces	0,2801	-0,2801
estonian	0,2801	-0,2801
mexico	0,2793	-0,2793
sandusky	0,2792	-0,2792
chara	0,2792	-0,2792
menten	0,2792	-0,2792
meiliang	0,2792	-0,2792
lc	0,2792	-0,2792
provincial	0,2792	-0,2792
individually	0,2792	-0,2792
surficial	0,2792	-0,2792
behaviour	0,279	-0,279
nonetheless	0,2784	-0,2784
exposure	0,2784	-0,2784
fgd	0,2784	-0,2784
axis	0,2784	-0,2784
excreta	0,2784	-0,2784
diagnostic	0,2784	-0,2784
chlorella	0,2776	-0,2776
cso	0,2776	-0,2776
emit	0,2776	-0,2776
aquaria	0,2776	-0,2776
municipality	0,2776	-0,2776
move	0,2763	-0,2763
importantly	0,2761	-0,2761
logic	0,2761	-0,2761
suggestion	0,2761	-0,2761
terrace	0,2754	-0,2754
nitrify	0,2747	-0,2747
twelve	0,2741	-0,2741
interdisciplinary	0,2741	-0,2741
put	0,2734	-0,2734
inadequate	0,2734	-0,2734
thia	0,2734	-0,2734
alleviate	0,2722	-0,2722
extinction	0,2722	-0,2722
incoming	0,2722	-0,2722
mobile	0,2722	-0,2722
coordinate	0,2716	-0,2716
macroalgal	0,2716	-0,2716
juvenile	0,2704	-0,2704
artificially	0,2698	-0,2698
areal	0,2693	-0,2693
scope	0,2693	-0,2693
failure	0,2693	-0,2693
mod	0,2693	-0,2693
household	0,2687	-0,2687
automate	0,2682	-0,2682
organize	0,2677	-0,2677
grab	0,2677	-0,2677
missouri	0,2672	-0,2672
alternate	0,2666	-0,2666
moderately	0,2661	-0,2661
delineate	0,2661	-0,2661
dioxide	0,2657	-0,2657
photon	-0,2167	0,2167
pahs	-0,2167	0,2167
roadway	-0,2167	0,2167
pervasive	-0,2167	0,2167
null	-0,2167	0,2167
enforce	-0,2167	0,2167
seal	-0,2167	0,2167
mislead	-0,2167	0,2167
participant	-0,2167	0,2167
reside	-0,2167	0,2167
directional	-0,2167	0,2167
ospar	-0,2167	0,2167
gucheng	-0,2167	0,2167
lee	-0,2167	0,2167
farmyard	-0,2167	0,2167
loem	-0,2167	0,2167
waterlogging	-0,2167	0,2167
kgp	-0,2167	0,2167
streamflows	-0,2167	0,2167
beet	-0,2167	0,2167
cork	-0,2167	0,2167
nasa	-0,2167	0,2167
nationwide	-0,2167	0,2167
s3	-0,2167	0,2167
honghu	-0,2167	0,2167
ephemeroptera	-0,2167	0,2167
anzali	-0,2167	0,2167
misclassification	-0,2167	0,2167
saxony	-0,2167	0,2167
seneque	-0,2167	0,2167
mobilised	-0,2167	0,2167
underneath	-0,2167	0,2167
straight	-0,2167	0,2167
freshly	-0,2167	0,2167
lay	-0,2167	0,2167
abstract	-0,2167	0,2167
horticulture	-0,2167	0,2167
unpaved	-0,2167	0,2167
industrialize	-0,2252	0,2252
equilibrate	-0,2252	0,2252
stas	-0,2252	0,2252
reserv	-0,2252	0,2252
withdraw	-0,2252	0,2252
obstacle	-0,2252	0,2252
afford	-0,2252	0,2252
engage	-0,2252	0,2252
salmo	-0,2252	0,2252
subestuaries	-0,2252	0,2252
circulate	-0,2252	0,2252
halve	-0,2252	0,2252
invade	-0,2252	0,2252
orthophosphorus	-0,2252	0,2252
adequacy	-0,2252	0,2252
regionalization	-0,2252	0,2252
acetylene	-0,2252	0,2252
flue	-0,2252	0,2252
predevelopment	-0,2252	0,2252
internally	-0,2252	0,2252
revisit	-0,2252	0,2252
jilin	-0,2252	0,2252
cmaq	-0,2252	0,2252
anaerobically	-0,2252	0,2252
notice	-0,2252	0,2252
fungal	-0,2252	0,2252
exceptional	-0,2252	0,2252
accrue	-0,2252	0,2252
appraisal	-0,2252	0,2252
displace	-0,2322	0,2322
renew	-0,2322	0,2322
romania	-0,2322	0,2322
hydroperiod	-0,2322	0,2322
synchronous	-0,2322	0,2322
commitment	-0,2322	0,2322
neap	-0,2322	0,2322
unconsolidated	-0,2322	0,2322
pro	-0,2322	0,2322
pursue	-0,2322	0,2322
disparity	-0,2322	0,2322
minus	-0,2322	0,2322
theme	-0,2322	0,2322
style	-0,2322	0,2322
hydrogeologic	-0,2322	0,2322
sao	-0,2322	0,2322
reality	-0,2322	0,2322
claim	-0,2322	0,2322
dedicate	-0,2322	0,2322
scotia	-0,2322	0,2322
trip	-0,2322	0,2322
intelligence	-0,2322	0,2322
corbicula	-0,2322	0,2322
eleven	-0,2381	0,2381
agroecosystem	-0,2381	0,2381
modeler	-0,2381	0,2381
alternatively	-0,2381	0,2381
oxidise	-0,2381	0,2381
landuses	-0,2381	0,2381
gom	-0,2381	0,2381
protech	-0,2381	0,2381
thirty	-0,2381	0,2381
ineffective	-0,2381	0,2381
coniferous	-0,2381	0,2381
shale	-0,2381	0,2381
colonize	-0,2381	0,2381
aquacultural	-0,2381	0,2381
modular	-0,2381	0,2381
austria	-0,2381	0,2381
hindcast	-0,2381	0,2381
administration	-0,2381	0,2381
tenkiller	-0,2381	0,2381
inhibitory	-0,2381	0,2381
library	-0,2432	0,2432
command	-0,2432	0,2432
transaction	-0,2432	0,2432
egypt	-0,2432	0,2432
glucose	-0,2432	0,2432
exploratory	-0,2432	0,2432
underpin	-0,2432	0,2432
fingerlings	-0,2432	0,2432
occasional	-0,2432	0,2432
appreciable	-0,2432	0,2432
underline	-0,2476	0,2476
council	-0,2476	0,2476
dollar	-0,2476	0,2476
dw	-0,2476	0,2476
beam	-0,2476	0,2476
stephanodiscus	-0,2476	0,2476
multiply	-0,2476	0,2476
biology	-0,2516	0,2516
uncalibrated	-0,2516	0,2516
ameliorate	-0,2516	0,2516
incidental	-0,2516	0,2516
modflow	-0,2551	0,2551
retrofit	-0,2551	0,2551
irregular	-0,2551	0,2551
palaeolimnological	-0,2551	0,2551
poplar	-0,2551	0,2551
utilisation	-0,2584	0,2584
visualize	-0,2584	0,2584
michaelis	-0,2584	0,2584
pg	-0,2584	0,2584
argue	-0,2584	0,2584
maximal	-0,2584	0,2584
character	-0,2584	0,2584
counteract	-0,2584	0,2584
breakdown	-0,2614	0,2614
characterisation	-0,2614	0,2614
care	-0,2614	0,2614
hyper	-0,2614	0,2614
differently	-0,2614	0,2614
consistency	-0,2641	0,2641
20th	-0,2641	0,2641
irradiation	-0,2641	0,2641
densely	-0,2641	0,2641
biomonitoring	-0,2641	0,2641
solar	-0,2643	0,2643
geochemistry	-0,2666	0,2666
technological	-0,2666	0,2666
trench	-0,2666	0,2666
estonia	-0,2666	0,2666
exploit	-0,269	0,269
evolve	-0,269	0,269
oceanic	-0,269	0,269
sorghum	-0,269	0,269
lotic	-0,2713	0,2713
deforestation	-0,2713	0,2713
localize	-0,2713	0,2713
prey	-0,2713	0,2713
village	-0,2713	0,2713
fertigation	-0,2713	0,2713
ntu	-0,2713	0,2713
paris	-0,2734	0,2734
connection	-0,2741	0,2741
waterway	-0,2749	0,2749
outdoor	-0,2753	0,2753
clearance	-0,2753	0,2753
filamentous	-0,2753	0,2753
feasible	-0,2753	0,2753
integration	-0,2766	0,2766
so4	-0,2772	0,2772
periodic	-0,279	0,279
populate	-0,279	0,279
temporarily	-0,279	0,279
fc	-0,279	0,279
laurentian	-0,279	0,279
bi	-0,279	0,279
cereal	-0,2807	0,2807
sa	-0,2807	0,2807
subsidy	-0,2824	0,2824
properly	-0,2839	0,2839
device	-0,2839	0,2839
intensively	-0,2844	0,2844
friendly	-0,2854	0,2854
dcd	-0,2854	0,2854
disinfection	-0,2869	0,2869
situate	-0,2869	0,2869
severely	-0,2869	0,2869
installation	-0,2869	0,2869
skill	-0,2869	0,2869
numerical	-0,2872	0,2872
competition	-0,2896	0,2896
slight	-0,2896	0,2896
fossil	-0,2909	0,2909
assign	-0,2909	0,2909
island	-0,2911	0,2911
de	-0,2914	0,2914
context	-0,2917	0,2917
san	-0,2922	0,2922
middle	-0,2924	0,2924
substantially	-0,2924	0,2924
characterize	-0,2926	0,2926
mechanistic	-0,293	0,293
persistent	-0,2934	0,2934
ten	-0,2938	0,2938
colorado	-0,2946	0,2946
literature	-0,2949	0,2949
frequently	-0,2954	0,2954
3d	-0,2954	0,2954
decision	-0,2964	0,2964
extent	-0,2967	0,2967
advantage	-0,2969	0,2969
acidic	-0,2969	0,2969
accompany	-0,2969	0,2969
recent	-0,2981	0,2981
beach	-0,299	0,299
evolution	-0,2992	0,2992
dilution	-0,302	0,302
detention	-0,3021	0,3021
invasion	-0,304	0,304
ratio	-0,3042	0,3042
acceptable	-0,3054	0,3054
delivery	-0,3065	0,3065
compliance	-0,3067	0,3067
concern	-0,3074	0,3074
count	-0,3093	0,3093
underestimate	-0,3093	0,3093
dependence	-0,3093	0,3093
industrial	-0,3102	0,3102
northwest	-0,3109	0,3109
city	-0,3133	0,3133
rule	-0,3133	0,3133
sp	-0,3141	0,3141
simultaneous	-0,3147	0,3147
correct	-0,3148	0,3148
uk	-0,3158	0,3158
proportionally	-0,3163	0,3163
company	-0,3163	0,3163
waikato	-0,3163	0,3163
isothermal	-0,3163	0,3163
psr	-0,3163	0,3163
yellowstone	-0,3163	0,3163
crisis	-0,3163	0,3163
contract	-0,3163	0,3163
karkheh	-0,3163	0,3163
relax	-0,3163	0,3163
hemisphere	-0,3163	0,3163
overbank	-0,3163	0,3163
picp	-0,3163	0,3163
changepoint	-0,3163	0,3163
1800s	-0,3163	0,3163
template	-0,3163	0,3163
teshio	-0,3163	0,3163
scour	-0,3163	0,3163
whitney	-0,3163	0,3163
mr	-0,3163	0,3163
unpredictable	-0,3163	0,3163
mutual	-0,3163	0,3163
chemometrics	-0,3163	0,3163
noaa	-0,3163	0,3163
typology	-0,3163	0,3163
prism	-0,3163	0,3163
adj	-0,3163	0,3163
seaward	-0,3163	0,3163
variogram	-0,3163	0,3163
reconcile	-0,3163	0,3163
kissimmee	-0,3163	0,3163
gridded	-0,3163	0,3163
predominate	-0,3163	0,3163
convey	-0,3163	0,3163
factory	-0,3163	0,3163
repeatedly	-0,3163	0,3163
weather	-0,3164	0,3164
edge	-0,317	0,317
sixty	-0,3176	0,3176
postulate	-0,3176	0,3176
fluridone	-0,3176	0,3176
spill	-0,3176	0,3176
aggravate	-0,3176	0,3176
latitudinal	-0,3176	0,3176
wetness	-0,3176	0,3176
correspondingly	-0,3176	0,3176
shortcoming	-0,3176	0,3176
transparent	-0,3176	0,3176
involvement	-0,3176	0,3176
amelioration	-0,3176	0,3176
anionic	-0,3176	0,3176
judgment	-0,3176	0,3176
mongolia	-0,3176	0,3176
active	-0,3181	0,3181
humus	-0,3188	0,3188
educational	-0,3188	0,3188
sterile	-0,3188	0,3188
unacceptable	-0,3188	0,3188
aulacoseira	-0,3188	0,3188
mercenaria	-0,3188	0,3188
enormous	-0,3188	0,3188
s2	-0,3188	0,3188
supplementary	-0,3188	0,3188
cellular	-0,3188	0,3188
var	-0,3188	0,3188
diffuser	-0,3188	0,3188
anthropogenically	-0,3188	0,3188
carlson	-0,3188	0,3188
tip	-0,3188	0,3188
capable	-0,3197	0,3197
parameterize	-0,32	0,32
sharply	-0,32	0,32
drill	-0,32	0,32
marginally	-0,32	0,32
ef	-0,32	0,32
convention	-0,32	0,32
remineralization	-0,32	0,32
combat	-0,32	0,32
willow	-0,32	0,32
hydrogeology	-0,32	0,32
execute	-0,32	0,32
theoretically	-0,32	0,32
latin	-0,32	0,32
emphasise	-0,32	0,32
vehicle	-0,32	0,32
lastly	-0,32	0,32
previously	-0,3202	0,3202
dynamically	-0,321	0,321
hplc	-0,321	0,321
streeter	-0,321	0,321
reversal	-0,321	0,321
rangeland	-0,321	0,321
phelps	-0,321	0,321
exploration	-0,321	0,321
institutional	-0,321	0,321
implicate	-0,321	0,321
strait	-0,3221	0,3221
kilogram	-0,3221	0,3221
moment	-0,3221	0,3221
freely	-0,3221	0,3221
hydroxide	-0,3221	0,3221
acetate	-0,3221	0,3221
advantageous	-0,3221	0,3221
bath	-0,323	0,323
operator	-0,323	0,323
quota	-0,323	0,323
microalgal	-0,323	0,323
fcr	-0,323	0,323
mbr	-0,324	0,324
equip	-0,324	0,324
sudden	-0,324	0,324
relief	-0,324	0,324
sulphur	-0,324	0,324
diagnosis	-0,324	0,324
countermeasure	-0,324	0,324
sandstone	-0,324	0,324
affinity	-0,324	0,324
require	-0,3243	0,3243
solve	-0,3243	0,3243
regionally	-0,3249	0,3249
lam	-0,3249	0,3249
manitoba	-0,3249	0,3249
remarkable	-0,3249	0,3249
ignore	-0,3249	0,3249
john	-0,3258	0,3258
permissible	-0,3258	0,3258
embayments	-0,3258	0,3258
interception	-0,3258	0,3258
hydrogeological	-0,3266	0,3266
native	-0,3267	0,3267
degradation	-0,3274	0,3274
imbalance	-0,3274	0,3274
elemental	-0,3274	0,3274
qualitatively	-0,3274	0,3274
explain	-0,3279	0,3279
american	-0,3282	0,3282
purify	-0,3282	0,3282
oxbow	-0,3282	0,3282
nonparametric	-0,3282	0,3282
meta	-0,3282	0,3282
arrangement	-0,3282	0,3282
compare	-0,3298	0,3298
mo	-0,3298	0,3298
decadal	-0,3298	0,3298
aerial	-0,3298	0,3298
dispersal	-0,3305	0,3305
meaningful	-0,3305	0,3305
nebraska	-0,3312	0,3312
today	-0,3319	0,3319
formula	-0,3319	0,3319
macropore	-0,3326	0,3326
reproduce	-0,3329	0,3329
collection	-0,3329	0,3329
effluent	-0,3335	0,3335
barrier	-0,3345	0,3345
loch	-0,3346	0,3346
conductance	-0,3346	0,3346
swedish	-0,3346	0,3346
demonstration	-0,3346	0,3346
accept	-0,3353	0,3353
resident	-0,3353	0,3353
lateral	-0,3353	0,3353
engineer	-0,3355	0,3355
el	-0,3359	0,3359
gravel	-0,3359	0,3359
anion	-0,3366	0,3366
soft	-0,3372	0,3372
usage	-0,3384	0,3384
shoreline	-0,339	0,339
pig	-0,3395	0,3395
survey	-0,34	0,34
ongoing	-0,3429	0,3429
zinc	-0,3434	0,3434
east	-0,3442	0,3442
respective	-0,3445	0,3445
easy	-0,3445	0,3445
heavily	-0,345	0,345
intermediate	-0,347	0,347
likelihood	-0,3475	0,3475
contaminate	-0,3475	0,3475
transform	-0,348	0,348
aerobic	-0,3499	0,3499
boreal	-0,3508	0,3508
oil	-0,3508	0,3508
copper	-0,3526	0,3526
association	-0,3557	0,3557
regulatory	-0,3578	0,3578
quantification	-0,3586	0,3586
thousand	-0,3594	0,3594
flood	-0,3626	0,3626
need	-0,3654	0,3654
autumn	-0,3667	0,3667
top	-0,3685	0,3685
detect	-0,37	0,37
europe	-0,3703	0,3703
velocity	-0,3727	0,3727
aquaculture	-0,3774	0,3774
fine	-0,3777	0,3777
specie	-0,3802	0,3802
quantitative	-0,3864	0,3864
dimension	-0,3867	0,3867
span	-0,3868	0,3868
america	-0,3868	0,3868
bring	-0,3868	0,3868
withdrawal	-0,3868	0,3868
ultimately	-0,3869	0,3869
hazard	-0,3869	0,3869
landfill	-0,387	0,387
migration	-0,3871	0,3871
desire	-0,3872	0,3872
bear	-0,3872	0,3872
precise	-0,3874	0,3874
origin	-0,3877	0,3877
compose	-0,3878	0,3878
principle	-0,3879	0,3879
cascade	-0,3881	0,3881
ml	-0,3884	0,3884
visual	-0,3887	0,3887
ad	-0,3887	0,3887
opposite	-0,3895	0,3895
holistic	-0,3895	0,3895
historical	-0,3899	0,3899
emcs	-0,39	0,39
believe	-0,39	0,39
potentially	-0,3902	0,3902
tolerant	-0,3906	0,3906
quasi	-0,3906	0,3906
dietary	-0,3906	0,3906
pseudo	-0,3913	0,3913
expression	-0,3913	0,3913
firstly	-0,3913	0,3913
chronic	-0,3913	0,3913
pacific	-0,392	0,392
selective	-0,392	0,392
neutral	-0,392	0,392
prefer	-0,3929	0,3929
switch	-0,3929	0,3929
tc	-0,3938	0,3938
highland	-0,3938	0,3938
duration	-0,3941	0,3941
bay	-0,3943	0,3943
cross	-0,3954	0,3954
classical	-0,3962	0,3962
phosphatase	-0,3962	0,3962
pad	-0,3962	0,3962
mention	-0,3962	0,3962
clarity	-0,3989	0,3989
incubate	-0,3993	0,3993
conserve	-0,3993	0,3993
drip	-0,3993	0,3993
mobilisation	-0,3993	0,3993
subcatchment	-0,4013	0,4013
overlap	-0,4013	0,4013
clarify	-0,4013	0,4013
concurrently	-0,4013	0,4013
surprisingly	-0,4013	0,4013
pure	-0,4013	0,4013
absorbance	-0,4013	0,4013
bioassessment	-0,4013	0,4013
answer	-0,4013	0,4013
attainment	-0,4013	0,4013
filler	-0,4036	0,4036
auto	-0,4036	0,4036
riverbed	-0,4036	0,4036
da	-0,4036	0,4036
nino	-0,4036	0,4036
merit	-0,4036	0,4036
hec	-0,4036	0,4036
endpoint	-0,4036	0,4036
paleolimnology	-0,4036	0,4036
leachates	-0,4036	0,4036
suppression	-0,4062	0,4062
cast	-0,4062	0,4062
tackle	-0,4062	0,4062
lu	-0,4062	0,4062
citizen	-0,4062	0,4062
legal	-0,4062	0,4062
scallop	-0,4062	0,4062
floodwater	-0,4062	0,4062
renewal	-0,4062	0,4062
certainty	-0,4062	0,4062
indoor	-0,4062	0,4062
ministry	-0,4062	0,4062
individual	-0,4067	0,4067
virtual	-0,4095	0,4095
geomorphological	-0,4095	0,4095
tgra	-0,4095	0,4095
differ	-0,4124	0,4124
appropriately	-0,4133	0,4133
companion	-0,4133	0,4133
herbivory	-0,4133	0,4133
imperative	-0,4133	0,4133
microphytobenthos	-0,4133	0,4133
compatible	-0,4133	0,4133
cope	-0,4133	0,4133
attractive	-0,4133	0,4133
macronutrients	-0,4133	0,4133
twofold	-0,4133	0,4133
period	-0,4168	0,4168
knowledge	-0,4177	0,4177
cup	-0,4181	0,4181
wee	-0,4181	0,4181
molecule	-0,4181	0,4181
pcbs	-0,4181	0,4181
hilly	-0,4181	0,4181
mobilize	-0,4181	0,4181
sanitary	-0,4181	0,4181
nw	-0,4181	0,4181
nova	-0,4181	0,4181
crp	-0,4181	0,4181
generalise	-0,4181	0,4181
rational	-0,4181	0,4181
harm	-0,4181	0,4181
icw	-0,4181	0,4181
havel	-0,4181	0,4181
discretization	-0,4181	0,4181
incorrect	-0,4181	0,4181
mekong	-0,4241	0,4241
paldang	-0,4241	0,4241
regenerate	-0,4241	0,4241
membership	-0,4241	0,4241
estate	-0,4241	0,4241
annum	-0,4241	0,4241
summertime	-0,4241	0,4241
ee	-0,4241	0,4241
aforementioned	-0,4241	0,4241
tf	-0,4241	0,4241
fortnightly	-0,4241	0,4241
respiratory	-0,4241	0,4241
launch	-0,4241	0,4241
dissimilarity	-0,4241	0,4241
correlative	-0,4241	0,4241
proposal	-0,4241	0,4241
generalization	-0,4241	0,4241
unprecedented	-0,4241	0,4241
parana	-0,4241	0,4241
professional	-0,4241	0,4241
hawai	-0,4241	0,4241
fluidized	-0,4241	0,4241
cladocera	-0,4241	0,4241
depend	-0,4263	0,4263
eu	-0,4266	0,4266
st	-0,4266	0,4266
precision	-0,4267	0,4267
sulfate	-0,4267	0,4267
minor	-0,4272	0,4272
ambient	-0,4277	0,4277
weak	-0,4279	0,4279
successfully	-0,4283	0,4283
independent	-0,4286	0,4286
maximize	-0,4288	0,4288
utilization	-0,4296	0,4296
hspf	-0,4302	0,4302
reliability	-0,4313	0,4313
intensive	-0,4313	0,4313
micro	-0,4317	0,4317
hepatopancreas	-0,4318	0,4318
stochasticity	-0,4318	0,4318
maximise	-0,4318	0,4318
reproducibility	-0,4318	0,4318
portuguese	-0,4318	0,4318
industrialization	-0,4318	0,4318
strictly	-0,4318	0,4318
taylor	-0,4318	0,4318
align	-0,4318	0,4318
unify	-0,4318	0,4318
rr	-0,4318	0,4318
hydrography	-0,4318	0,4318
reliance	-0,4318	0,4318
palm	-0,4318	0,4318
sio2	-0,4318	0,4318
kruskal	-0,4318	0,4318
foster	-0,4318	0,4318
uzlina	-0,4318	0,4318
polyphosphate	-0,4318	0,4318
wallis	-0,4318	0,4318
interrelationship	-0,4318	0,4318
determination	-0,4318	0,4318
configure	-0,4318	0,4318
recur	-0,4318	0,4318
earthquake	-0,4318	0,4318
clair	-0,4318	0,4318
abnormal	-0,4318	0,4318
disciplinary	-0,4318	0,4318
bioindicator	-0,4318	0,4318
unstable	-0,4318	0,4318
adsorb	-0,4343	0,4343
point	-0,4343	0,4343
build	-0,4345	0,4345
mulch	-0,4355	0,4355
advection	-0,4369	0,4369
dssat	-0,4386	0,4386
catch	-0,4386	0,4386
note	-0,4395	0,4395
sewage	-0,4403	0,4403
ppm	-0,4415	0,4415
lowqm	-0,4421	0,4421
focussed	-0,4421	0,4421
dialysis	-0,4421	0,4421
chlorinate	-0,4421	0,4421
vision	-0,4421	0,4421
insoluble	-0,4421	0,4421
pc3	-0,4421	0,4421
chapala	-0,4421	0,4421
probabilistically	-0,4421	0,4421
unavailable	-0,4421	0,4421
smart	-0,4421	0,4421
gallon	-0,4421	0,4421
hirsutum	-0,4421	0,4421
legislative	-0,4421	0,4421
ramsar	-0,4421	0,4421
fp	-0,4421	0,4421
avhrr	-0,4421	0,4421
ped	-0,4421	0,4421
polymerase	-0,4421	0,4421
questor	-0,4421	0,4421
prd	-0,4421	0,4421
tr	-0,4421	0,4421
gold	-0,4421	0,4421
desulfurization	-0,4421	0,4421
sednet	-0,4421	0,4421
override	-0,4421	0,4421
unravelling	-0,4421	0,4421
tier	-0,4421	0,4421
lai	-0,4421	0,4421
organise	-0,4421	0,4421
informative	-0,4421	0,4421
sectional	-0,4421	0,4421
africa	-0,4438	0,4438
cr	-0,4451	0,4451
contact	-0,4464	0,4464
delaware	-0,4464	0,4464
han	-0,4479	0,4479
exclude	-0,4479	0,4479
discharge	-0,4511	0,4511
diagenesis	-0,4532	0,4532
crab	-0,4532	0,4532
fence	-0,4532	0,4532
increase	-0,4534	0,4534
dryland	-0,4552	0,4552
optimisation	-0,4552	0,4552
trend	-0,4564	0,4564
contrary	-0,4575	0,4575
silicon	-0,4575	0,4575
usgs	-0,4575	0,4575
attributable	-0,4575	0,4575
introduce	-0,4589	0,4589
adopt	-0,4589	0,4589
recently	-0,4594	0,4594
enterococci	-0,46	0,46
pastoral	-0,46	0,46
naoh	-0,46	0,46
facilitate	-0,4606	0,4606
influx	-0,4627	0,4627
protective	-0,4627	0,4627
arable	-0,4635	0,4635
bind	-0,4647	0,4647
ny	-0,4657	0,4657
assist	-0,4665	0,4665
indices	-0,4682	0,4682
dps	-0,469	0,469
biofuels	-0,469	0,469
cyclotella	-0,469	0,469
favourable	-0,469	0,469
grid	-0,4692	0,4692
special	-0,4698	0,4698
prolong	-0,4727	0,4727
charge	-0,4727	0,4727
bioaccumulation	-0,4727	0,4727
lacustrine	-0,4727	0,4727
wasp	-0,4728	0,4728
back	-0,4728	0,4728
mrb	-0,4768	0,4768
radiometric	-0,4768	0,4768
fa	-0,4768	0,4768
stoichiometric	-0,4768	0,4768
resultant	-0,4768	0,4768
molar	-0,4768	0,4768
southwest	-0,4784	0,4784
adverse	-0,4784	0,4784
computational	-0,4794	0,4794
biogeochemistry	-0,4794	0,4794
increment	-0,4814	0,4814
explanation	-0,4814	0,4814
cladoceran	-0,4814	0,4814
embed	-0,4814	0,4814
hydrodynamic	-0,4816	0,4816
series	-0,4833	0,4833
domain	-0,4862	0,4862
ranch	-0,4867	0,4867
swan	-0,4867	0,4867
incomplete	-0,4867	0,4867
miss	-0,4876	0,4876
red	-0,4893	0,4893
chesapeake	-0,4903	0,4903
heterogeneous	-0,4905	0,4905
predominant	-0,4905	0,4905
tdp	-0,4905	0,4905
considerable	-0,4919	0,4919
vfs	-0,4921	0,4921
dinoflagellate	-0,4921	0,4921
resuspended	-0,4927	0,4927
volcanic	-0,4927	0,4927
glacier	-0,4927	0,4927
discover	-0,4927	0,4927
tracer	-0,495	0,495
partial	-0,4957	0,4957
september	-0,4971	0,4971
principally	-0,4997	0,4997
overestimation	-0,4997	0,4997
achievable	-0,4997	0,4997
crassipes	-0,4997	0,4997
1950s	-0,4997	0,4997
portugal	-0,5039	0,5039
matrix	-0,5051	0,5051
magnetic	-0,5078	0,5078
oncorhynchus	-0,5078	0,5078
asce	-0,5078	0,5078
recognised	-0,5078	0,5078
hole	-0,5078	0,5078
stagnant	-0,5078	0,5078
frequent	-0,5094	0,5094
refer	-0,5117	0,5117
profitability	-0,5117	0,5117
perennial	-0,5119	0,5119
parameter	-0,5129	0,5129
consider	-0,5131	0,5131
december	-0,5138	0,5138
reef	-0,5142	0,5142
single	-0,5146	0,5146
live	-0,5168	0,5168
interestingly	-0,5174	0,5174
predominance	-0,5174	0,5174
chlorophyta	-0,5174	0,5174
asphalt	-0,5174	0,5174
succeed	-0,5174	0,5174
look	-0,5174	0,5174
noticeable	-0,5174	0,5174
angle	-0,5174	0,5174
cruise	-0,5174	0,5174
inappropriate	-0,5174	0,5174
k	-0,5175	0,5175
loop	-0,5214	0,5214
quickly	-0,5214	0,5214
topographic	-0,5226	0,5226
moderate	-0,5241	0,5241
billion	-0,5251	0,5251
positively	-0,5255	0,5255
suite	-0,5267	0,5267
storm	-0,5276	0,5276
safeguard	-0,529	0,529
quarter	-0,529	0,529
cessation	-0,529	0,529
barren	-0,529	0,529
disruption	-0,529	0,529
cash	-0,529	0,529
contingent	-0,529	0,529
ballast	-0,529	0,529
hd	-0,529	0,529
sb	-0,529	0,529
aromatic	-0,529	0,529
transmission	-0,529	0,529
biosphere	-0,529	0,529
snapshot	-0,529	0,529
cyanophyta	-0,529	0,529
multivariable	-0,529	0,529
spline	-0,529	0,529
lawrence	-0,529	0,529
