Word	X.period_P1	X.period_P2
compression	-1,1451	1,1451
discrepancy	-1,1451	1,1451
rely	-1,1397	1,1397
lead	-1,1388	1,1388
heterogeneous	-1,1383	1,1383
alleviate	-1,1381	1,1381
probe	-1,1374	1,1374
quantitatively	-1,1327	1,1327
rank	-1,1327	1,1327
latency	-1,1311	1,1311
polynomial	-1,1311	1,1311
inventory	-1,1311	1,1311
parameter	-1,1298	1,1298
input	-1,1298	1,1298
sense	-1,1282	1,1282
index	-1,1248	1,1248
transportation	-1,1247	1,1247
rich	-1,1219	1,1219
ptw	-1,1219	1,1219
observation	-1,1204	1,1204
border	-1,1185	1,1185
decision	-1,116	1,116
previously	-1,1158	1,1158
obvious	-1,1153	1,1153
capacity	-1,1153	1,1153
ilc	-1,1133	1,1133
slide	-1,1124	1,1124
neighbor	-1,1117	1,1117
commonly	-1,1083	1,1083
homogenization	-1,1042	1,1042
pick	-1,1042	1,1042
remedy	-1,1042	1,1042
inclement	-1,1042	1,1042
atmosphere	-1,1042	1,1042
magnetic	-1,1042	1,1042
horn	-1,1042	1,1042
snowy	-1,1042	1,1042
footbridge	-1,1042	1,1042
practicality	-1,1042	1,1042
speedup	-1,1042	1,1042
merit	-1,1042	1,1042
discriminant	-1,1042	1,1042
solid	-1,1042	1,1042
envision	-1,1042	1,1042
throttle	-1,1042	1,1042
series	-1,101	1,101
dispatch	-1,0957	1,0957
computation	-1,0956	1,0956
policy	-1,0929	1,0929
wheeler	-1,0873	1,0873
temperature	-1,0858	1,0858
day	-1,085	1,085
perception	-1,0847	1,0847
relieve	-1,071	1,071
retrieve	-1,0694	1,0694
neighbourhood	-1,0694	1,0694
replication	-1,0694	1,0694
fe	-1,0694	1,0694
remarkably	-1,0694	1,0694
distribute	-1,0683	1,0683
applicability	-1,0637	1,0637
innovative	-1,0562	1,0562
crossing	-1,0562	1,0562
collect	-1,0562	1,0562
robustness	-1,0527	1,0527
root	-1,0488	1,0488
railroad	-1,0475	1,0475
naive	-1,0475	1,0475
alter	-1,0475	1,0475
change	-1,0462	1,0462
cruise	-1,0447	1,0447
iii	-1,0422	1,0422
identification	-1,0398	1,0398
toll	-1,0369	1,0369
waste	-1,0362	1,0362
aimsun	-1,0362	1,0362
frequently	-1,0345	1,0345
idm	-1,0339	1,0339
window	-1,0308	1,0308
predefined	-1,0257	1,0257
correctness	-1,0257	1,0257
circulate	-1,0257	1,0257
grain	-1,0257	1,0257
functional	-1,0246	1,0246
categorize	-1,0227	1,0227
budget	-1,0214	1,0214
supervise	-1,0214	1,0214
creation	-1,0214	1,0214
west	-1,0199	1,0199
auxiliary	-1,0199	1,0199
similarity	-1,019	1,019
dependency	-1,0177	1,0177
availability	-1,0133	1,0133
rl	-1,0114	1,0114
mlc	-1,0114	1,0114
indonesia	-1,0114	1,0114
equivalency	-1,0114	1,0114
fi	-1,0114	1,0114
dust	-1,0114	1,0114
cubic	-1,0114	1,0114
suburb	-1,0114	1,0114
densely	-1,0114	1,0114
arz	-1,0114	1,0114
coverage	-1,0083	1,0083
inform	-1,0083	1,0083
employ	-1,0031	1,0031
partition	-1,0028	1,0028
verification	-0,9991	0,9991
timely	-0,9991	0,9991
consecutive	-0,9991	0,9991
high	-0,9943	0,9943
average	-0,9935	0,9935
condition	-0,9933	0,9933
analytic	-0,9922	0,9922
late	-0,9901	0,9901
demonstrate	-0,9871	0,9871
hoc	-0,9846	0,9846
market	-0,9842	0,9842
semantic	-0,9697	0,9697
driverless	-0,9697	0,9697
margin	-0,9697	0,9697
host	-0,9697	0,9697
interdependency	-0,9697	0,9697
netlogo	-0,9697	0,9697
violate	-0,9697	0,9697
pd	-0,9697	0,9697
mount	-0,9697	0,9697
absence	-0,9644	0,9644
integral	-0,9644	0,9644
task	-0,963	0,963
violation	-0,9565	0,9565
receive	-0,9498	0,9498
enable	-0,9489	0,9489
guangzhou	-0,9463	0,9463
default	-0,9463	0,9463
empty	-0,9463	0,9463
burden	-0,9463	0,9463
tradable	-0,9463	0,9463
hr	-0,9463	0,9463
trig	-0,9463	0,9463
decomposition	-0,9413	0,9413
hcm	-0,94	0,94
linearly	-0,936	0,936
male	-0,9332	0,9332
java	-0,9332	0,9332
unload	-0,9332	0,9332
economical	-0,9332	0,9332
extrapolation	-0,9332	0,9332
penalty	-0,9332	0,9332
shockwaves	-0,9268	0,9268
derivative	-0,9268	0,9268
habitat	-0,9268	0,9268
inclusion	-0,9268	0,9268
chapter	-0,9268	0,9268
score	-0,9265	0,9265
norm	-0,9265	0,9265
singular	-0,9265	0,9265
render	-0,9265	0,9265
algebraic	-0,9265	0,9265
unsupervised	-0,9265	0,9265
unpredictable	-0,9265	0,9265
additive	-0,9265	0,9265
long	-0,9255	0,9255
inaccurate	-0,9243	0,9243
ieee	-0,9239	0,9239
multiobjective	-0,9239	0,9239
intra	-0,9239	0,9239
gain	-0,9227	0,9227
disaster	-0,9188	0,9188
dedicate	-0,9168	0,9168
visual	-0,9116	0,9116
emerge	-0,9116	0,9116
million	-0,909	0,909
last	-0,9075	0,9075
motivate	-0,9075	0,9075
great	-0,902	0,902
proven	-0,899	0,899
ngsim	-0,8961	0,8961
expand	-0,8961	0,8961
additionally	-0,8934	0,8934
oversaturated	-0,8934	0,8934
predict	-0,89	0,89
satisfaction	-0,8891	0,8891
unify	-0,8891	0,8891
concrete	-0,8848	0,8848
filter	-0,8848	0,8848
scalar	-0,8848	0,8848
manage	-0,8802	0,8802
accommodate	-0,8734	0,8734
water	-0,8734	0,8734
spillback	-0,8701	0,8701
poor	-0,8698	0,8698
seek	-0,8698	0,8698
switch	-0,8669	0,8669
america	-0,8658	0,8658
jin	-0,8658	0,8658
uncover	-0,8658	0,8658
progressive	-0,8658	0,8658
nearside	-0,8658	0,8658
nonlane	-0,8658	0,8658
municipal	-0,8658	0,8658
rescale	-0,8658	0,8658
transaction	-0,8658	0,8658
swap	-0,8658	0,8658
characterised	-0,8658	0,8658
imperative	-0,8658	0,8658
thessaloniki	-0,8658	0,8658
eye	-0,8658	0,8658
occupant	-0,8658	0,8658
usability	-0,8658	0,8658
purely	-0,8658	0,8658
remain	-0,8625	0,8625
neighbour	-0,8611	0,8611
axle	-0,8611	0,8611
metanet	-0,8606	0,8606
widely	-0,8592	0,8592
width	-0,8557	0,8557
public	-0,8489	0,8489
mechanical	-0,8445	0,8445
elastic	-0,8445	0,8445
exchange	-0,8431	0,8431
sport	-0,84	0,84
triangle	-0,84	0,84
iterate	-0,84	0,84
stakeholder	-0,84	0,84
hotspot	-0,84	0,84
matsim	-0,84	0,84
prohibit	-0,84	0,84
independence	-0,84	0,84
vegetation	-0,84	0,84
sea	-0,8372	0,8372
contrary	-0,8372	0,8372
combination	-0,8345	0,8345
ivc	-0,8309	0,8309
irregular	-0,8309	0,8309
itss	-0,8309	0,8309
vision	-0,8308	0,8308
euclidean	-0,8279	0,8279
clearance	-0,8279	0,8279
vt	-0,8279	0,8279
contain	-0,8279	0,8279
overflow	-0,8279	0,8279
unnecessary	-0,8279	0,8279
deadlock	-0,8279	0,8279
activate	-0,8279	0,8279
specialize	-0,8279	0,8279
bicyclist	-0,8279	0,8279
trap	-0,8279	0,8279
transverse	-0,8261	0,8261
reward	-0,8261	0,8261
ttc	-0,8233	0,8233
truth	-0,8233	0,8233
ci	-0,8233	0,8233
tdgl	-0,8233	0,8233
official	-0,8233	0,8233
francisco	-0,8233	0,8233
viscosity	-0,8233	0,8233
lasso	-0,8233	0,8233
eu	-0,8233	0,8233
disseminate	-0,8233	0,8233
wim	-0,8233	0,8233
mathematically	-0,8233	0,8233
traveler	-0,8215	0,8215
weave	-0,8171	0,8171
history	-0,8166	0,8166
total	-0,8152	0,8152
build	-0,8146	0,8146
select	-0,8145	0,8145
friction	-0,8114	0,8114
essential	-0,8098	0,8098
commodity	-0,8093	0,8093
large	-0,8067	0,8067
likelihood	-0,8055	0,8055
cell	-0,8053	0,8053
camera	-0,8026	0,8026
fit	-0,7994	0,7994
management	-0,7994	0,7994
successful	-0,7989	0,7989
begin	-0,797	0,797
rapidly	-0,797	0,797
reach	-0,7955	0,7955
scope	-0,7941	0,7941
conservative	-0,7941	0,7941
predictability	-0,7941	0,7941
extensive	-0,7935	0,7935
ad	-0,7884	0,7884
importance	-0,7852	0,7852
shoulder	-0,7846	0,7846
slowdown	-0,7831	0,7831
sector	-0,7808	0,7808
automate	-0,774	0,774
criterion	-0,7722	0,7722
istanbul	-0,7722	0,7722
proper	-0,7688	0,7688
bus	-0,7663	0,7663
box	-0,7615	0,7615
bayesian	-0,7607	0,7607
nowadays	-0,7605	0,7605
automation	-0,7564	0,7564
assist	-0,754	0,754
airport	-0,7532	0,7532
shanghai	-0,7532	0,7532
de	-0,7527	0,7527
adjustment	-0,7527	0,7527
maneuver	-0,7524	0,7524
abstract	-0,7513	0,7513
motivation	-0,7513	0,7513
safely	-0,7513	0,7513
reasonable	-0,7511	0,7511
raise	-0,7475	0,7475
simply	-0,7468	0,7468
need	-0,7458	0,7458
greenhouse	-0,7415	0,7415
seismic	-0,7415	0,7415
western	-0,7415	0,7415
drawback	-0,7415	0,7415
percentile	-0,7415	0,7415
target	-0,7383	0,7383
theoretical	-0,7372	0,7372
electronic	-0,7343	0,7343
person	-0,7339	0,7339
markov	-0,7339	0,7339
urgent	-0,7324	0,7324
electrical	-0,7324	0,7324
vast	-0,7324	0,7324
random	-0,7291	0,7291
variability	-0,7286	0,7286
universally	-0,7258	0,7258
serbia	-0,7258	0,7258
amplify	-0,7258	0,7258
haul	-0,7258	0,7258
infeasible	-0,7258	0,7258
truncate	-0,7258	0,7258
ghg	-0,7258	0,7258
promotion	-0,7258	0,7258
seasonality	-0,7258	0,7258
takagi	-0,7258	0,7258
tremendous	-0,7258	0,7258
radical	-0,7258	0,7258
threaten	-0,7258	0,7258
upward	-0,7258	0,7258
underestimation	-0,7258	0,7258
arma	-0,7258	0,7258
template	-0,7258	0,7258
transitional	-0,7258	0,7258
maneuverability	-0,7258	0,7258
administrative	-0,7258	0,7258
ahp	-0,7258	0,7258
resort	-0,7258	0,7258
risky	-0,7258	0,7258
pv	-0,7258	0,7258
displacement	-0,7245	0,7245
eventually	-0,7245	0,7245
technological	-0,7245	0,7245
component	-0,7237	0,7237
mainline	-0,723	0,723
diverse	-0,721	0,721
message	-0,7189	0,7189
copyright	-0,7186	0,7186
regularity	-0,7182	0,7182
jet	-0,7182	0,7182
pems	-0,7182	0,7182
thirdly	-0,7182	0,7182
environmentally	-0,7182	0,7182
corroborate	-0,7182	0,7182
optimised	-0,7182	0,7182
comprehensively	-0,7182	0,7182
mild	-0,7182	0,7182
roughly	-0,7182	0,7182
ufp	-0,7182	0,7182
metropolis	-0,7182	0,7182
strike	-0,7158	0,7158
crown	-0,7158	0,7158
prompt	-0,7158	0,7158
microscopically	-0,7158	0,7158
disability	-0,7158	0,7158
centric	-0,7158	0,7158
conjecture	-0,7158	0,7158
proportionality	-0,7158	0,7158
onramp	-0,7158	0,7158
notable	-0,7158	0,7158
versatile	-0,7158	0,7158
distinctive	-0,7158	0,7158
prerequisite	-0,7158	0,7158
carrier	-0,7158	0,7158
roll	-0,7153	0,7153
propagation	-0,7151	0,7151
suspension	-0,7147	0,7147
stimulate	-0,7147	0,7147
multilevel	-0,7147	0,7147
worsen	-0,7147	0,7147
lastly	-0,7147	0,7147
inherently	-0,7147	0,7147
deterioration	-0,7083	0,7083
aadt	-0,7083	0,7083
excessive	-0,7083	0,7083
arima	-0,7032	0,7032
beneficial	-0,7018	0,7018
solver	-0,7018	0,7018
add	-0,701	0,701
colony	-0,7006	0,7006
deliver	-0,6953	0,6953
allocate	-0,6953	0,6953
river	-0,6953	0,6953
triangular	-0,6938	0,6938
seasonal	-0,6933	0,6933
bottleneck	-0,6886	0,6886
release	-0,688	0,688
topological	-0,6871	0,6871
frame	-0,6871	0,6871
climate	-0,6822	0,6822
utilise	-0,6799	0,6799
dilemma	-0,6799	0,6799
key	-0,6794	0,6794
handle	-0,6774	0,6774
godunov	-0,6741	0,6741
uncongested	-0,6733	0,6733
decentralize	-0,6721	0,6721
tms	-0,6692	0,6692
raw	-0,6692	0,6692
suffer	-0,6658	0,6658
position	-0,6622	0,6622
research	-0,6616	0,6616
spot	-0,6591	0,6591
universal	-0,6561	0,6561
chart	-0,6561	0,6561
fairness	-0,6561	0,6561
utilization	-0,6535	0,6535
variational	-0,6531	0,6531
parametric	-0,6482	0,6482
interactive	-0,6482	0,6482
stage	-0,6468	0,6468
occupy	-0,6455	0,6455
precede	-0,6445	0,6445
confirm	-0,6433	0,6433
degrade	-0,6432	0,6432
rfid	-0,6432	0,6432
pareto	-0,6432	0,6432
inefficient	-0,6432	0,6432
adoption	-0,6432	0,6432
adjust	-0,6423	0,6423
land	-0,6423	0,6423
maker	-0,6396	0,6396
hour	-0,6381	0,6381
process	-0,6377	0,6377
appropriately	-0,6368	0,6368
meaningful	-0,6368	0,6368
tackle	-0,6368	0,6368
differentiate	-0,6368	0,6368
passage	-0,6368	0,6368
matrix	-0,6365	0,6365
perform	-0,6357	0,6357
event	-0,6356	0,6356
topic	-0,6343	0,6343
evolutionary	-0,6327	0,6327
synchronization	-0,6309	0,6309
awareness	-0,6308	0,6308
fault	-0,6308	0,6308
braess	-0,6305	0,6305
influential	-0,6305	0,6305
practically	-0,6305	0,6305
counterpart	-0,6305	0,6305
fulfil	-0,6305	0,6305
booth	-0,6305	0,6305
contact	-0,6305	0,6305
emulate	-0,6305	0,6305
affine	-0,6305	0,6305
july	-0,6305	0,6305
meet	-0,6251	0,6251
acceleration	-0,6242	0,6242
fine	-0,623	0,623
integrate	-0,6228	0,6228
overhead	-0,6219	0,6219
return	-0,6219	0,6219
usa	-0,6219	0,6219
hypercongestion	-0,6183	0,6183
sidewalk	-0,6183	0,6183
wsn	-0,6183	0,6183
female	-0,6183	0,6183
preserve	-0,6163	0,6163
statistically	-0,6163	0,6163
signalize	-0,6144	0,6144
buffer	-0,612	0,612
category	-0,6108	0,6108
negatively	-0,6071	0,6071
perfectly	-0,6071	0,6071
rescue	-0,6071	0,6071
backward	-0,6057	0,6057
incorporate	-0,6044	0,6044
south	-0,6014	0,6014
neglect	-0,6006	0,6006
discover	-0,6006	0,6006
choose	-0,6	0,6
vms	-0,5979	0,5979
biham	-0,5977	0,5977
middleton	-0,5977	0,5977
initialize	-0,5977	0,5977
el	-0,5977	0,5977
monotonicity	-0,5977	0,5977
bulk	-0,5977	0,5977
mn	-0,5977	0,5977
ready	-0,5977	0,5977
foresee	-0,5977	0,5977
im	-0,5977	0,5977
invariance	-0,5977	0,5977
levine	-0,5977	0,5977
dea	-0,5977	0,5977
lamp	-0,5977	0,5977
insert	-0,5977	0,5977
prevalent	-0,5977	0,5977
cultural	-0,5977	0,5977
intuitively	-0,5977	0,5977
instal	-0,5944	0,5944
response	-0,5944	0,5944
angeles	-0,5911	0,5911
fully	-0,5888	0,5888
massive	-0,5863	0,5863
fall	-0,5863	0,5863
multiagent	-0,5863	0,5863
yellow	-0,5849	0,5849
travelling	-0,5849	0,5849
channel	-0,5841	0,5841
aspect	-0,581	0,581
researcher	-0,5785	0,5785
unstable	-0,5776	0,5776
newly	-0,5763	0,5763
methodology	-0,5751	0,5751
girder	-0,5751	0,5751
divide	-0,5737	0,5737
leave	-0,5702	0,5702
request	-0,5688	0,5688
ov	-0,5688	0,5688
removal	-0,5688	0,5688
sophisticate	-0,5688	0,5688
matlab	-0,5687	0,5687
plan	-0,5671	0,5671
crucial	-0,5662	0,5662
facilitate	-0,5656	0,5656
subsequently	-0,564	0,564
action	-0,5622	0,5622
dense	-0,5602	0,5602
effectiveness	-0,5598	0,5598
hybrid	-0,5597	0,5597
revisit	-0,5587	0,5587
sustain	-0,5587	0,5587
white	-0,5587	0,5587
owe	-0,5587	0,5587
generate	-0,5552	0,5552
fleet	-0,5535	0,5535
prevention	-0,5522	0,5522
intersection	-0,5489	0,5489
cumulative	-0,5463	0,5463
disruption	-0,5463	0,5463
break	-0,5456	0,5456
motion	-0,5456	0,5456
sound	-0,545	0,545
start	-0,5434	0,5434
eastern	-0,5417	0,5417
client	-0,5417	0,5417
relational	-0,5417	0,5417
tube	-0,5417	0,5417
inappropriate	-0,5417	0,5417
ordinary	-0,5394	0,5394
obstacle	-0,5394	0,5394
ue	-0,5385	0,5385
receiver	-0,5385	0,5385
temporary	-0,5385	0,5385
accessibility	-0,5385	0,5385
compute	-0,5352	0,5352
vsls	-0,5351	0,5351
interior	-0,5351	0,5351
numerous	-0,5351	0,5351
plaza	-0,5351	0,5351
trace	-0,5323	0,5323
stretch	-0,5315	0,5315
young	-0,5241	0,5241
ekf	-0,5241	0,5241
tabu	-0,5241	0,5241
inject	-0,5241	0,5241
problematic	-0,5241	0,5241
monotone	-0,5241	0,5241
determinant	-0,5241	0,5241
slope	-0,5229	0,5229
discretized	-0,5217	0,5217
transmit	-0,5217	0,5217
government	-0,5204	0,5204
tend	-0,5204	0,5204
truck	-0,5197	0,5197
fatal	-0,5173	0,5173
compensation	-0,5173	0,5173
microwave	-0,5173	0,5173
anfis	-0,5173	0,5173
maritime	-0,5173	0,5173
joint	-0,5161	0,5161
ease	-0,5136	0,5136
computational	-0,5119	0,5119
optimal	-0,511	0,511
rational	-0,5085	0,5085
except	-0,5085	0,5085
motorcycle	-0,5084	0,5084
distance	-0,5062	0,5062
underline	-0,5057	0,5057
wuhan	-0,5057	0,5057
era	-0,5057	0,5057
pearson	-0,5057	0,5057
shrink	-0,5057	0,5057
fare	-0,5057	0,5057
mac	-0,5057	0,5057
autonomy	-0,5057	0,5057
personnel	-0,5057	0,5057
enforce	-0,5057	0,5057
toxic	-0,5057	0,5057
preprocessing	-0,5057	0,5057
lower	-0,5057	0,5057
hierarchical	-0,5055	0,5055
ignore	-0,5044	0,5044
goodness	-0,5044	0,5044
offer	-0,5037	0,5037
commercial	-0,5033	0,5033
purpose	-0,5028	0,5028
variant	-0,5026	0,5026
calculus	-0,4987	0,4987
roundabout	-0,4987	0,4987
elementary	-0,4987	0,4987
geometrical	-0,4987	0,4987
cyclic	-0,4987	0,4987
responsible	-0,4969	0,4969
rain	-0,4925	0,4925
accomplish	-0,4925	0,4925
industrial	-0,4925	0,4925
pose	-0,4885	0,4885
impose	-0,4885	0,4885
life	-0,4878	0,4878
unreliable	-0,4865	0,4865
belt	-0,4865	0,4865
prune	-0,4865	0,4865
marquardt	-0,4865	0,4865
arena	-0,4865	0,4865
fc	-0,4865	0,4865
utah	-0,4865	0,4865
diagnosis	-0,4865	0,4865
levenberg	-0,4865	0,4865
discriminate	-0,4865	0,4865
forbid	-0,4865	0,4865
ventilate	-0,4865	0,4865
dijkstra	-0,4865	0,4865
nns	-0,4865	0,4865
organisation	-0,4865	0,4865
tailor	-0,4865	0,4865
disaggregation	-0,4865	0,4865
salient	-0,4865	0,4865
interrelate	-0,4865	0,4865
recursive	-0,4864	0,4864
inspection	-0,4864	0,4864
band	-0,4864	0,4864
island	-0,4864	0,4864
beam	-0,4864	0,4864
proof	-0,4864	0,4864
reality	-0,481	0,481
longitudinal	-0,4809	0,4809
asphalt	-0,4797	0,4797
localization	-0,4792	0,4792
inaccuracy	-0,4792	0,4792
drift	-0,4792	0,4792
aggressiveness	-0,4792	0,4792
comparatively	-0,4792	0,4792
actuator	-0,4792	0,4792
storage	-0,4762	0,4762
author	-0,4754	0,4754
unsignalized	-0,4741	0,4741
mesoscopic	-0,4687	0,4687
worldwide	-0,4676	0,4676
jointly	-0,4676	0,4676
comfortable	-0,4676	0,4676
degradation	-0,462	0,462
observer	-0,4595	0,4595
curvature	-0,4594	0,4594
international	-0,4585	0,4585
canada	-0,4585	0,4585
constantly	-0,4584	0,4584
engage	-0,4584	0,4584
cr	-0,4584	0,4584
read	-0,4584	0,4584
mathematics	-0,4584	0,4584
formal	-0,4584	0,4584
locality	-0,4584	0,4584
linearize	-0,4584	0,4584
ongoing	-0,4584	0,4584
citizen	-0,4584	0,4584
trust	-0,4584	0,4584
feasibility	-0,4528	0,4528
signal	-0,4481	0,4481
dry	-0,4479	0,4479
fatality	-0,4479	0,4479
autoregressive	-0,4468	0,4468
port	-0,4467	0,4467
pi	-0,4467	0,4467
bridge	-0,4452	0,4452
inequality	-0,4447	0,4447
option	-0,4447	0,4447
society	-0,4436	0,4436
subjective	-0,4436	0,4436
deteriorate	-0,4436	0,4436
paradigm	-0,4432	0,4432
fcd	-0,4422	0,4422
mechanic	-0,4421	0,4421
extra	-0,4421	0,4421
accordance	-0,4421	0,4421
body	-0,4421	0,4421
group	-0,4384	0,4384
community	-0,4367	0,4367
calculate	-0,4361	0,4361
multidimensional	-0,436	0,436
involvement	-0,436	0,436
deformation	-0,436	0,436
admit	-0,436	0,436
chicago	-0,436	0,436
normal	-0,4355	0,4355
trade	-0,435	0,435
supply	-0,4336	0,4336
additional	-0,4335	0,4335
aircraft	-0,4323	0,4323
prevail	-0,4323	0,4323
automobile	-0,4323	0,4323
cut	-0,4297	0,4297
internal	-0,4297	0,4297
reduction	-0,4275	0,4275
causal	-0,4271	0,4271
la	-0,4271	0,4271
damp	-0,4271	0,4271
setup	-0,4271	0,4271
contemporary	-0,4271	0,4271
query	-0,4271	0,4271
examination	-0,4271	0,4271
economy	-0,4256	0,4256
respond	-0,4255	0,4255
regressive	-0,4244	0,4244
gipps	-0,4244	0,4244
symmetric	-0,4244	0,4244
physically	-0,4244	0,4244
extensively	-0,4243	0,4243
theoretic	-0,4243	0,4243
administration	-0,4243	0,4243
interaction	-0,4218	0,4218
principal	-0,421	0,421
time	-0,4202	0,4202
agency	-0,418	0,418
variable	-0,4169	0,4169
en	-0,4144	0,4144
common	-0,4133	0,4133
situation	-0,4122	0,4122
review	-0,4119	0,4119
uncoordinated	-0,4113	0,4113
submit	-0,4113	0,4113
redundant	-0,4113	0,4113
reassignment	-0,4113	0,4113
trailer	-0,4113	0,4113
favorable	-0,4113	0,4113
defective	-0,4113	0,4113
disaggregated	-0,4113	0,4113
analogous	-0,4113	0,4113
compile	-0,4113	0,4113
interestingly	-0,4113	0,4113
substitute	-0,4113	0,4113
irrespective	-0,4113	0,4113
feel	-0,4113	0,4113
connectivity	-0,4112	0,4112
mention	-0,4112	0,4112
manager	-0,4108	0,4108
easy	-0,41	0,41
fractal	-0,4083	0,4083
predictable	-0,405	0,405
spanish	-0,405	0,405
slip	-0,405	0,405
snowfall	-0,405	0,405
lognormal	-0,405	0,405
overlap	-0,405	0,405
asian	-0,405	0,405
observational	-0,405	0,405
exploration	-0,405	0,405
strict	-0,405	0,405
smooth	-0,4041	0,4041
limitation	-0,4031	0,4031
bifurcation	-0,4029	0,4029
recognize	-0,4015	0,4015
static	-0,401	0,401
interval	-0,401	0,401
prevent	-0,4009	0,4009
point	-0,4002	0,4002
underlie	-0,3989	0,3989
status	-0,3989	0,3989
hov	-0,3988	0,3988
empirically	-0,3988	0,3988
determination	-0,3975	0,3975
sufficient	-0,3965	0,3965
aggregate	-0,3949	0,3949
prefer	-0,3947	0,3947
log	-0,3947	0,3947
possibility	-0,3902	0,3902
restriction	-0,3886	0,3886
superiority	-0,3867	0,3867
tail	-0,3867	0,3867
chance	-0,3867	0,3867
protect	-0,3867	0,3867
competition	-0,3867	0,3867
inference	-0,3841	0,3841
respect	-0,3835	0,3835
inevitably	-0,3833	0,3833
cyclical	-0,3833	0,3833
patch	-0,3833	0,3833
recurrence	-0,3833	0,3833
salt	-0,3833	0,3833
standardize	-0,3833	0,3833
critically	-0,3833	0,3833
bv	-0,3833	0,3833
vd	-0,3833	0,3833
stagger	-0,3833	0,3833
envelope	-0,3833	0,3833
nonlocal	-0,3833	0,3833
evenly	-0,3833	0,3833
minimise	-0,3833	0,3833
histogram	-0,3833	0,3833
preparation	-0,3833	0,3833
vds	-0,3833	0,3833
controllable	-0,3833	0,3833
adjoin	-0,3833	0,3833
multivehicle	-0,3833	0,3833
channelization	-0,3833	0,3833
lump	-0,3833	0,3833
respondent	-0,3833	0,3833
np	-0,3833	0,3833
pf	-0,3833	0,3833
concurrently	-0,3833	0,3833
msa	-0,3833	0,3833
hmm	-0,3833	0,3833
elaborate	-0,3832	0,3832
aviation	-0,3832	0,3832
compromise	-0,3832	0,3832
greece	-0,3832	0,3832
nearby	-0,3829	0,3829
synthetic	-0,3829	0,3829
phone	-0,3826	0,3826
homogeneity	-0,381	0,381
bank	-0,381	0,381
freedom	-0,381	0,381
gmm	-0,381	0,381
solar	-0,381	0,381
undersaturated	-0,381	0,381
differentiation	-0,381	0,381
sort	-0,381	0,381
enhancement	-0,3777	0,3777
expose	-0,3777	0,3777
vertical	-0,3747	0,3747
power	-0,3734	0,3734
breakdown	-0,3725	0,3725
properly	-0,3725	0,3725
fuse	-0,3723	0,3723
disadvantage	-0,3723	0,3723
installation	-0,3723	0,3723
due	-0,3718	0,3718
ensure	-0,3714	0,3714
correlate	-0,3707	0,3707
pass	-0,3671	0,3671
bilevel	-0,3666	0,3666
color	-0,3666	0,3666
unique	-0,3636	0,3636
correct	-0,3611	0,3611
originally	-0,3607	0,3607
signature	-0,3607	0,3607
mexico	-0,3607	0,3607
periodicity	-0,3607	0,3607
detour	-0,3607	0,3607
syntax	-0,3607	0,3607
korea	-0,3607	0,3607
permanent	-0,3607	0,3607
amplitude	-0,3603	0,3603
bidirectional	-0,3569	0,3569
sum	-0,3569	0,3569
italy	-0,3549	0,3549
endogenous	-0,3546	0,3546
operative	-0,3546	0,3546
trivial	-0,3546	0,3546
aeq	-0,3546	0,3546
lca	-0,3546	0,3546
pertain	-0,3546	0,3546
autonomously	-0,3546	0,3546
maryland	-0,3546	0,3546
dictate	-0,3546	0,3546
necessity	-0,3534	0,3534
classical	-0,3527	0,3527
goal	-0,351	0,351
prototype	-0,35	0,35
powerful	-0,35	0,35
topology	-0,3483	0,3483
randomly	-0,3483	0,3483
inductive	-0,3483	0,3483
complete	-0,3478	0,3478
hide	-0,3474	0,3474
dnl	-0,3456	0,3456
runway	-0,3456	0,3456
carefully	-0,3456	0,3456
basically	-0,3456	0,3456
train	-0,3443	0,3443
subject	-0,3439	0,3439
upstream	-0,3438	0,3438
household	-0,3424	0,3424
trigger	-0,3424	0,3424
formulation	-0,3392	0,3392
specially	-0,3364	0,3364
overestimate	-0,3364	0,3364
eq	-0,3364	0,3364
fcm	-0,3364	0,3364
van	-0,3364	0,3364
guarantee	-0,3363	0,3363
evolution	-0,3359	0,3359
prove	-0,3343	0,3343
industry	-0,333	0,333
red	-0,3293	0,3293
article	-0,3286	0,3286
simultaneously	-0,3281	0,3281
shift	-0,3268	0,3268
remove	-0,3259	0,3259
sioux	-0,3246	0,3246
enrich	-0,3246	0,3246
duality	-0,3246	0,3246
fictitious	-0,3246	0,3246
situate	-0,3246	0,3246
tight	-0,3246	0,3246
interconnection	-0,3246	0,3246
steep	-0,3246	0,3246
korean	-0,3246	0,3246
multiplicative	-0,3246	0,3246
imbalance	-0,3246	0,3246
peculiarity	-0,3246	0,3246
commission	-0,3246	0,3246
homogenize	-0,3246	0,3246
convey	-0,3246	0,3246
appraisal	-0,3246	0,3246
comprehension	-0,3246	0,3246
indispensable	-0,3246	0,3246
extrapolate	-0,3246	0,3246
anisotropy	-0,3246	0,3246
press	-0,3246	0,3246
stable	-0,324	0,324
screen	-0,3238	0,3238
em	-0,3238	0,3238
metal	-0,3238	0,3238
unobserved	-0,3233	0,3233
sue	-0,3233	0,3233
technical	-0,3227	0,3227
wave	-0,3208	0,3208
alternate	-0,3176	0,3176
priority	-0,3167	0,3167
previous	-0,3154	0,3154
bring	-0,3147	0,3147
equity	-0,3131	0,3131
compact	-0,3131	0,3131
realization	-0,3131	0,3131
normalize	-0,3131	0,3131
justify	-0,3131	0,3131
